fullName,description,url,stars,size,language,pushedAt,forks,openIssues,commitCount,license,topics,watchersCount,hasIssuesEnabled
wb04307201/dynamic-loader-utility,一个用于动态加载和管理Java类的工具库，支持动态编译、AOP代理和Spring Bean管理功能,https://github.com/wb04307201/dynamic-loader-utility,137,3280,Java,Wed Sep 10 05:12:28 CST 2025,4,0,115,Apache License 2.0,compiler|java|spring-boot,2,true
javelit/javelit,The simplest way to build data apps and webapps in Java. Inspired by Streamlit.,https://github.com/javelit/javelit,135,7087,Java,Sat Jun 06 00:24:20 CST 2026,10,8,815,Apache License 2.0,java|jdk|spring|spring-boot|webapp|kotlin,4,true
PragmaTech-GmbH/spring-test-profiler,Speed Up Your Spring Boot Test Suite ⏱️,https://github.com/PragmaTech-GmbH/spring-test-profiler,135,30307,Java,Mon Jun 08 07:35:51 CST 2026,23,11,100,MIT License,context-caching|devops|integration-testing|spring-boot|spring-test|unit-testing|spring-test-context,4,true
meysamhadeli/booking-microservices-java-spring-boot,A practical distributed system; built with Java Spring Boot; Vertical Slice Architecture; Event Driven Architecture; CQRS; DDD; gRpc; MongoDB and RabbitMq.,https://github.com/meysamhadeli/booking-microservices-java-spring-boot,134,4727,Java,Thu Oct 09 07:41:56 CST 2025,35,1,97,MIT License,java|spring-boot|cqrs|ddd|event-driven-architecture|grpc|messaging|microservice|microservices|mongodb,2,true
kilmajster/ngrok-spring-boot-starter,🚀 Spring Boot tunneling with Ngrok made easy! No matter if you are using Windows; Mac OS X; Linux or even Docker - ngrok binary will be chosen automatically 🤖 so you don't need to care about environment changing etc. auto-configuration magic 🧙‍♂️,https://github.com/kilmajster/ngrok-spring-boot-starter,133,10124,Java,Mon Jun 15 05:43:15 CST 2026,18,8,391,MIT License,ngrok|spring-boot|tunneling|port-forwarding|java|springboot|spring|springboot-starter|linux|http-tunnel,1,true
wimdeblauwe/ttcli,CLI to create a Spring Boot with Thymeleaf project,https://github.com/wimdeblauwe/ttcli,131,637,Java,Sun Jun 14 21:12:55 CST 2026,12,7,561,Apache License 2.0,spring-boot|thymeleaf,3,true
otto-de/edison-microservice,Collection of independent libraries on top of Spring Boot to provide a faster setup of JVM microservices,https://github.com/otto-de/edison-microservice,130,4714,Java,Tue Jun 16 09:24:10 CST 2026,68,26,2356,Apache License 2.0,java|spring-boot|otto|microservices|edison|togglz|microservice-framework|mongodb|health,17,true
wangzihaogithub/spring-boot-protocol,springboot功能扩充-netty动态协议，可以支持各种网络协议的动态切换（单端口支持多个网络协议）.支持mmap，sendfile零拷贝，http请求批量聚合,https://github.com/wangzihaogithub/spring-boot-protocol,129,2318,Java,Wed Mar 25 07:41:34 CST 2026,65,6,607,Apache License 2.0,spring-boot|protocol|rpc|mqtt|servlet|springcloud|springservlet|spring-boot-protocol|netty,3,true
hiwepy/disruptor-spring-boot-starter,starter for disruptor ,https://github.com/hiwepy/disruptor-spring-boot-starter,127,324,Java,Fri Jun 05 03:36:14 CST 2026,59,2,69,Apache License 2.0,disruptor|spring-boot|spring-boot-starter,9,true
lianluoyi/easyink_System,easyink的后端服务，基于企业微信官方接口开发的一站式私域流量运营管理平台，集成自建应用，三方+自建代开发两种模式。,https://github.com/lianluoyi/easyink_System,126,13682,Java,Tue Nov 18 01:17:27 CST 2025,53,1,107,GNU General Public License v3.0,wecom|wxwork|java|mybatis|scrm|spring-boot,4,true
yizzuide/Milkomeda,Spring extend componets which build from experience of bussiness; let developers to develop with Spring Boot as fast as possible.（基于Spring生态打造的一系列来自业务上的快速开发模块集合。）,https://github.com/yizzuide/Milkomeda,126,3170,Java,Thu Apr 02 13:56:21 CST 2026,35,3,692,MIT License,java|spring|spring-boot|redis|cache|httpclient|spring-security|spring-task|delay-queue|quartz,10,true
kirya522/medium-posts,Programming projects of kirya522.tech,https://github.com/kirya522/medium-posts,126,19826,Java,Sun Mar 29 12:00:25 CST 2026,104,0,164,Creative Commons Zero v1.0 Universal,docker|java|kubernetes|spring-boot,14,true
ollama4j/ollama4j-web-ui,Web UI for Ollama built in Java with Vaadin; Spring Boot and Ollama4j,https://github.com/ollama4j/ollama4j-web-ui,125,567,Java,Sat May 23 00:40:15 CST 2026,31,4,104,MIT License,ai|bot|chatbot|gen-ai|generative-ai|llm|ollama|ollama4j|spring-boot|vaadin,3,true
darbyluv2code/spring-boot-4-spring-7-hibernate-for-beginners,Source code for the course: Spring Boot 4; Spring 7 and Hibernate for Beginners,https://github.com/darbyluv2code/spring-boot-4-spring-7-hibernate-for-beginners,123,1196,Java,Sun Apr 19 11:34:42 CST 2026,102,1,39,Other,hibernate|java|crud|jpa|spring-boot|tutorial|udemy|backend|bestseller|course,0,false
darbyluv2code/spring-boot-unit-testing,Source code for the course: Spring Boot Unit Testing,https://github.com/darbyluv2code/spring-boot-unit-testing,117,618,Java,Sun Apr 19 11:34:43 CST 2026,174,0,73,Other,java|spring-boot|maven|tutorial|udemy|backend|bestseller|course|crud|hands-on,2,false
miyabayt/spring-boot-doma2-sample,,https://github.com/miyabayt/spring-boot-doma2-sample,116,17670,Java,Sat Jun 13 16:08:36 CST 2026,77,16,446,Apache License 2.0,adminlte|doma2|spring-boot|thymeleaf,15,false
hantsy/spring-puzzles,Code samples for tips; problem-resolving methods; patterns in Spring development,https://github.com/hantsy/spring-puzzles,114,1120,Java,Wed May 06 10:30:31 CST 2026,40,1,339,GNU General Public License v3.0,spring|spring-boot,2,true
xpinjection/test-driven-spring-boot,Sample project for "Test-driven Spring Boot applications" training.,https://github.com/xpinjection/test-driven-spring-boot,112,433,Java,Wed Feb 25 04:31:45 CST 2026,85,1,177,MIT License,java|spring|spring-boot|tdd|web|database|mocking|mockito|dbunit,7,true
fengchangsheng/skeleton,springboot+mybatis skeleton,https://github.com/fengchangsheng/skeleton,112,1071,Java,Wed Feb 11 14:11:44 CST 2026,57,5,25,MIT License,mybatis|skeleton|spring-boot,12,true
agitrubard/java-spring-best-practices,A repository dedicated to showcasing best practices in Java and Spring through concise code snippets.,https://github.com/agitrubard/java-spring-best-practices,111,62,Java,Sat Jan 10 04:43:08 CST 2026,12,0,38,Apache License 2.0,best-practices|clean-code|code-snippets|explanations|java|java21|maven|open-source|spring|spring-boot,3,true
Angular2Guy/AngularAndSpring,This is an example application to show howto use Spring Boot 4; Angular 22; Kafka with Streams and Mongodb with the reactive features of Spring in a clean architecture and a Helm chart for the Kubernetes setup. Structurizr is used for C4 diagrams. Standalone Components are used with Angular.,https://github.com/Angular2Guy/AngularAndSpring,111,10401,Java,Mon Jun 15 10:40:41 CST 2026,48,1,1034,Apache License 2.0,angular|spring-boot|mongodb|typescript|spring-webflux|kubernetes|java|clean-architecture|archunit|helm-chart,6,true
zalando/spring-cloud-config-aws-kms,Spring Cloud AWS add-on that provides encryption via AWS KMS,https://github.com/zalando/spring-cloud-config-aws-kms,110,506,Java,Thu Jun 11 22:03:20 CST 2026,36,5,350,Apache License 2.0,cloud|aws|aws-kms|java|spring|spring-cloud|spring-boot|spring-boot-3|spring-boot-starter|spring-cloud-aws,19,true
hmcts/spring-boot-template,Template for Spring Boot applications,https://github.com/hmcts/spring-boot-template,110,2296,Java,Mon Jun 15 09:12:11 CST 2026,67,14,653,MIT License,spring-boot|docker|template|swagger-documentation|codacy|jacoco|infrastructure-as-code|jenkins-cft,140,true
aidanwhiteley/books,A demo project for Spring Boot / Data / security; social / oauth2 logons; JWT; Mongo; SpringBootAdmin; Docker; docker-compose; Github Actions and stateless apps. Now with an HTMX front end.,https://github.com/aidanwhiteley/books,109,16450,Java,Mon Jun 15 08:47:38 CST 2026,30,8,1296,Other,mongo|spring-boot|microservice|oauth|books|jwt|bookclub|spring-security|swagger|docker,4,true
Nasruddin/spring-boot-3-jwt-auth,:key: Sample Spring boot application secured using JWT auth in custom header(X-Auth-Token).,https://github.com/Nasruddin/spring-boot-3-jwt-auth,108,1279,Java,Tue Dec 16 22:18:22 CST 2025,35,1,40,MIT License,jwt|spring-boot|authentication|authorization|spring-security-jwt|spring-security|openapi3|swagger-ui|custom-jwt|custom-jwt-auth,5,true
Earth-OL-Player/ai_learn_project,Agent开发构建的 AI Agent学习路线资料、智能刷题、面经题库一站式Agent学习平台,https://github.com/Earth-OL-Player/ai_learn_project,108,40538,Java,Sun Jun 14 22:41:34 CST 2026,9,0,77,Other,agent|ai|fastapi|spring-boot|typescript|agent-learning|ai-learning|learning-platform,6,true
nkonev/r2dbc-migrate,R2DBC database migration library,https://github.com/nkonev/r2dbc-migrate,104,775,Java,Sun Jun 14 12:43:23 CST 2026,9,10,590,Apache License 2.0,r2dbc|spring-boot|docker|migration|migrate|postgres|postgresql|sqlserver|sql-server|database-management,0,true
TheEterna/api2mcp4j,Spring Boot Starter: Auto-convert existing REST APIs (@RestController) to MCP Server with zero/low-code. Expose controllers as MCP Tools instantly.,https://github.com/TheEterna/api2mcp4j,103,440,Java,Wed Mar 11 21:44:45 CST 2026,15,1,64,Apache License 2.0,agent|ai|framework|java|maven|mcp|mcp-server|multi-agent-systems|spring|spring-ai,10,true
mhewedy/spring-data-jpa-mongodb-expressions,Use the MongoDB query language to query your relational database; typically from frontend.,https://github.com/mhewedy/spring-data-jpa-mongodb-expressions,103,1689,Java,Wed Jan 21 13:07:10 CST 2026,20,0,247,Apache License 2.0,spring-data-jpa|spring-boot|jpa|hibernate|java|mongodb|spring,8,true
dustlight-cn/auth,OAuth2.0 授权服务，用户中心，开放平台，微服务鉴权。,https://github.com/dustlight-cn/auth,100,2975,Java,Thu May 07 16:57:21 CST 2026,33,5,693,Apache License 2.0,spring-boot|oauth2|sso|spring-security-oauth2|identity-management|stateless|vue|quasar-framework|authorization-server|springsecurity,4,true
tedyoung/kid-bank,Now known as Kid Money Manager. It's not a real bank; but keeps track of your kid's earnings; savings; and spending. Watch me Live Code its development on Twitch.,https://github.com/tedyoung/kid-bank,99,375,Java,Thu May 21 18:12:40 CST 2026,36,18,137,Apache License 2.0,java|java-8|java8|spring-boot|maven|unit-testing|junit|spring-data-jpa|postgresql|thymeleaf,8,true
lunasaw/zlm-spring-boot-starter,ZLMediaKit restful api and hook starter,https://github.com/lunasaw/zlm-spring-boot-starter,99,14893,Java,Wed Jun 10 20:00:34 CST 2026,27,2,105,Apache License 2.0,spring-boot|starter|zlmediakit,2,true
honoka-studio/test-projects,所有测试代码的存档,https://github.com/honoka-studio/test-projects,99,1664,Java,Sun Jan 25 03:42:23 CST 2026,0,0,163,MIT License,docs|java|kotlin|microservice|spring-boot|tests,0,true
joaopauloaramuni/laboratorio-de-desenvolvimento-de-software,Repo Laboratório de Desenvolvimento de Software,https://github.com/joaopauloaramuni/laboratorio-de-desenvolvimento-de-software,99,191439,Java,Mon Jun 15 07:13:13 CST 2026,18,0,1078,MIT License,docker|junit|mockito|mongodb|spring-boot|grafana|prometheus|flyio|apirest|uml,1,true
spapas/pdf-sign-check,A java / spring boot application to help you sign and check signed pdf documents,https://github.com/spapas/pdf-sign-check,97,579,Java,Fri Dec 05 03:36:00 CST 2025,24,2,95,MIT License,java|pdf|signature|pki|pdf-signature|spring-mvc|spring-boot|spring,2,true
122006/Zircon,一款适用于java的语法插件，提供完备功能的『拓展方法、内插模板字符串、可选链、Elvis表达式』语法,https://github.com/122006/Zircon,98,25653,Java,Thu Mar 05 19:18:00 CST 2026,4,1,323,Apache License 2.0,java|android|idea|spring-boot,1,true
jonashackt/spring-boot-rest-clientcertificate,Example project showing how to provide a Spring Boot App that serves a secured REST endpoint; that is called with Spring´s RestTemplate configured to use client authentification with a client certificate,https://github.com/jonashackt/spring-boot-rest-clientcertificate,96,55,Java,Sat Jun 13 13:47:41 CST 2026,61,6,57,MIT License,spring-resttemplate|spring-boot|client-certificate|java-keystore|jks|truststore|resttemplate-configuration|crt|key,3,true
ldcsaa/hp-soa,A fully functional; easy-to-use; and highly scalable microservice framework,https://github.com/ldcsaa/hp-soa,95,91851,Java,Sun Apr 12 00:43:20 CST 2026,11,0,81,Apache License 2.0,configuration-center|distributed-systems|dubbo|easy-to-use|high-scalability|java|logging|metrics|microservice|microservice-framework,3,true
hantsy/spring-graphql-sample,Spring GraphQL examples using Netflix DGS; GraphQL Java and  Spring GraphQL,https://github.com/hantsy/spring-graphql-sample,95,11148,Java,Sun Dec 14 21:50:08 CST 2025,21,66,2674,GNU General Public License v3.0,graphql|spring|netflix-dgs|spring-boot|graphql-java|spring-graphql,4,true
mpalourdio/SpringBootAngularHTML5,:hotsprings: Spring Boot 4 + Angular + HTML5 router mode + HTTP interceptor + Lazy loaded modules,https://github.com/mpalourdio/SpringBootAngularHTML5,94,6402,Java,Tue Jun 16 00:10:05 CST 2026,41,0,1280,MIT License,font-awesome|spring-boot|maven|karma|jasmine|typescript|html5|angular|angular-cli|angular2,5,true
apache/juneau,Apache Juneau,https://github.com/apache/juneau,94,666375,Java,Tue Jun 16 15:39:08 CST 2026,40,5,5220,Apache License 2.0,juneau|apache|json|configuration|data-binding|java|jetty|lightweight|microservices|mocking,17,true
yl-yue/yue-library,yue-library是一个基于SpringBoot封装的增强库，提供丰富的Java工具类库、优越的ORM框架、优雅的业务封装、优化的Spring环境配置、完善的规约限制、配套的代码生成平台,https://github.com/yl-yue/yue-library,94,7679,Java,Sun Jun 14 09:59:59 CST 2026,24,5,454,Apache License 2.0,spring-boot|spring-cloud|java|hutool|springboot|yue-library,8,true
DanielLiu1123/grpc-starter,Out-of-the-box; highly extensible Spring Boot starters for the cutting-edge gRPC ecosystem and modern Java — more integration; less abstraction.,https://github.com/DanielLiu1123/grpc-starter,93,2302,Java,Thu Jun 11 01:46:16 CST 2026,8,1,538,MIT License,grpc|microservices|spring-boot|grpc-spring-boot-starter|json-transcoding|protobuf|protovalidate|java|spring|grpc-gateway,1,true
p-vorobyev/spring-boot-starter-telegram,Spring TDLib. TDLib Telegram client with Spring Boot,https://github.com/p-vorobyev/spring-boot-starter-telegram,93,551770,Java,Wed Jan 07 05:22:47 CST 2026,21,0,207,MIT License,spring-boot|spring-boot-starter|tdlib|telegram,8,true
livk-cloud/spring-boot-extension,Spring Boot Starter功能拓展，添加了curator、disruptor、fesod、mapstruct、redisson、redisearch等第三方组件的集成，同时搭载JDK 21、SpringBoot 4.1,https://github.com/livk-cloud/spring-boot-extension,92,28225,Java,Tue Jun 16 11:43:49 CST 2026,21,5,3736,Apache License 2.0,gradle|spring-boot|reactor|kotlin|java,3,true
afet-yonetim-sistemi/ays-be,Afet Yönetim Sistemi Back-End,https://github.com/afet-yonetim-sistemi/ays-be,92,2700,Java,Mon Jun 08 11:29:15 CST 2026,17,0,394,Other,java|spring-boot|intellij-idea|back-end|unit-testing|spring-security|jwt-authentication|docker|liquibase|mysql,14,false
shiyindaxiaojie/eden-demo-layer,An enhanced layered architecture; built upon the core principles from Alibaba's official Java Development Guidelines.,https://github.com/shiyindaxiaojie/eden-demo-layer,92,1021,Java,Sun Jan 11 02:22:20 CST 2026,12,2,129,Apache License 2.0,architect|alibaba|demo|spring-boot,1,true
senacor/elasticsearch-evolution,A library to migrate Elasticsearch and OpenSearch mappings. Inspired by Flyway.,https://github.com/senacor/elasticsearch-evolution,91,2582,Java,Sun Jun 14 22:45:17 CST 2026,22,6,1040,Apache License 2.0,elasticsearch|elasticsearch-evolution|java|spring-boot|migration|opensearch|evolution,5,true
AirPowerTeam/AirPower4J,🔥🔥🔥AirPower4J是一个基于 Java17、SpringBoot3.x、JPA&MySQL 的后端开发脚手架，其中包含了一些 RBAC、请求验证、CURD封装、异常处理、多租户SaaS、加解密与安全、WebSocket等模块，以满足日常开发的快捷、稳健、标准化等要求。,https://github.com/AirPowerTeam/AirPower4J,91,2490,Java,Tue Jun 09 00:08:42 CST 2026,20,0,1295,MIT License,java|jpa|spring-boot|api|backend|oauth2,3,true
tmseidel/ai-git-bot,AI-Git-Bot is a lightweight; self-hostable gateway application that connects your Git platforms with AI providers,https://github.com/tmseidel/ai-git-bot,91,16812,Java,Tue Jun 16 00:02:09 CST 2026,20,10,454,MIT License,ai|ai-tools|anthropic|bot|gitea|pull-request|automation|chatbot|code-review|devops,3,true
jackieonway/sms-spring-boot-project,短信服务Spring Boot Starter ;目前支持腾讯、阿里、赛邮和云之讯短信服务，腾讯、阿里、赛邮和云之讯短信均已验证，期待各位小伙伴合作完善这个项目,https://github.com/jackieonway/sms-spring-boot-project,89,153,Java,Mon Nov 17 23:56:43 CST 2025,41,0,80,Apache License 2.0,sms|smsservice|sms-spring-boot|spring-boot|sms-api|async|cache|limit,7,true
Accenture/mercury,Reference engine for event-driven applications,https://github.com/Accenture/mercury,88,11700,Java,Sun Mar 01 16:27:39 CST 2026,38,8,1083,Apache License 2.0,kafka|event-stream|hazelcast|microservices|event-driven|reactive|rest-automation|spring-boot|cloud-connectors|inter-service-communications,21,true
Washingtonwei/hogwarts-artifacts-online,This is a sample back-end application designed to demonstrate typical use cases and best practices in Spring Boot development.,https://github.com/Washingtonwei/hogwarts-artifacts-online,87,310,Java,Wed Aug 13 18:08:03 CST 2025,21,0,63,Apache License 2.0,api-rest|azure|ci-cd|docker|docker-compose|oop-principles|openai-api|spring|spring-boot|spring-data-jpa,5,true
The-OAG-Development-Project/Application-Gateway,OWASP Application Gateway is an HTTP proxy that handles Oauth2 authentication and session management,https://github.com/The-OAG-Development-Project/Application-Gateway,87,4029,Java,Thu Mar 05 14:53:19 CST 2026,4,10,407,Apache License 2.0,security|iam|gateway|spring-boot|reverse-proxy,6,true
trydofor/professional-wings,WingsBoot=BKB+BoT+SpringBoot: ①quickly achieve business goals; ②timely repay technical debt; ③safely refactor programs and business. We advocate defensive programming; May The `false` Be With You !,https://github.com/trydofor/professional-wings,87,8290,Java,Wed Jun 10 14:14:29 CST 2026,10,19,980,Apache License 2.0,spring-boot|jooq|refactoring|hazelcast|startup,1,true
bitDive/java-producer,Low-overhead Java agent for the Autonomous Verification Layer. Captures real runtime traces; SQL queries; and HTTP payloads in Spring Boot apps to enable trace-based testing.,https://github.com/bitDive/java-producer,87,712,Java,Wed Apr 29 07:08:35 CST 2026,4,1,78,Other,apm|bitdive|bytebuddy|distributed-tracing|distributed-tracing-analytics|distributed-tracing-finder|java|java-agent|jvm|observability,2,true
teambankrupt/open-project-bankrupt,Spring boot skeleton project with implemented authentication; firebase push; mail; FileUpload; account validation; activity logging etc.,https://github.com/teambankrupt/open-project-bankrupt,86,40024,Java,Fri Jul 11 19:55:54 CST 2025,46,2,291,Apache License 2.0,spring-boot|kotlin|spring-boot-fetured|spring-boot-skeleton,7,true
ralscha/springsecuritytotp,Spring Security Login with Google Authenticator (Time-based One-time Password Algorithm; TOTP),https://github.com/ralscha/springsecuritytotp,84,739,Java,Sat Jun 06 20:39:29 CST 2026,38,2,230,MIT License,java|spring-security|two-factor-authentication|spring-framework|spring-boot,7,true
ihub-pub/libs,IHub 组件库,https://github.com/ihub-pub/libs,84,2708,Java,Tue Jun 16 17:54:46 CST 2026,5,3,1476,Apache License 2.0,ihub|java|spring-boot|spring-security|spring|gradle,0,true
Haui-HIT-H2K/SmartCity-Platform,Bài dự thi PMNM 2025. Nền tảng Dữ liệu Đô thị (Smart City Platform) dựa trên kiến trúc đệm (Edge Storage) và chuẩn NGSI-LD.,https://github.com/Haui-HIT-H2K/SmartCity-Platform,83,4670,Java,Wed Dec 10 21:39:25 CST 2025,6,2,190,Apache License 2.0,docker|docusaurus|fastapi|ml|mongodb|nuxtjs|python3|rabbitmq|spring-boot,1,true
ralemy/pf4j-spring-tutorial,A step by step guide to create an application supporting third-party plugins in Java and Spring boot,https://github.com/ralemy/pf4j-spring-tutorial,83,399,Java,Fri Mar 27 17:16:41 CST 2026,25,6,20,MIT License,java|spring-boot|spring-reactive|pf4j,7,true
javagossip/dorado,基于Netty4开发的简单、轻量级、高性能的的Http restful api server,https://github.com/javagossip/dorado,83,1934,Java,Tue Jun 16 08:49:02 CST 2026,26,1,681,Apache License 2.0,netty|http|restful|router|httpserver|dorado|netty4|springboot|spring-boot|rest,9,true
WongSilver/attendance_management_api,基于spring-boot vue的 学生考勤系统,https://github.com/WongSilver/attendance_management_api,83,3508,Java,Mon Jun 16 03:08:06 CST 2025,10,0,169,Apache License 2.0,java|spring-boot,1,true
monodot/camel-demos,🐪🐪 Demonstrations of various features of Apache Camel; mostly accompanied by unit tests; for your delight.,https://github.com/monodot/camel-demos,83,378,Java,Sun Oct 19 01:01:16 CST 2025,146,13,71,Apache License 2.0,camel|spring-boot|demo|learning|apache-camel,5,true
theborakompanioni/bitcoin-spring-boot-starter,Write enterprise Bitcoin applications with Spring Boot. Starter projects with multiple Bitcoin related modules that you can include in your application.,https://github.com/theborakompanioni/bitcoin-spring-boot-starter,82,13642,Java,Thu Jun 11 17:04:13 CST 2026,16,15,1304,Apache License 2.0,bitcoin|lightning|spring-boot|java|spring|cln|lnd,3,true
jhipster/jhipster-bom,JHipster BOM and server-side library,https://github.com/jhipster/jhipster-bom,82,5877,Java,Tue Jun 16 12:37:46 CST 2026,63,3,5842,Apache License 2.0,jhipster|spring-boot|java|hacktoberfest,16,false
asyncapi/java-spring-template,Java Spring template for the AsyncAPI Generator,https://github.com/asyncapi/java-spring-template,81,13245,Java,Mon Jun 15 10:40:37 CST 2026,67,18,374,Apache License 2.0,asyncapi|generator|template|java|spring|spring-boot|springboot|nodejs|get-global-node-release-workflows|get-global-releaserc,4,true
candrews/log4jdbc-spring-boot-starter,Starter for using Log4jdbc with Spring Boot,https://github.com/candrews/log4jdbc-spring-boot-starter,81,148,Java,Sun Sep 21 23:43:06 CST 2025,21,23,12,Apache License 2.0,spring-boot|jdbc,7,true
Raouf25/Spring-Boot-efficient-search-API,,https://github.com/Raouf25/Spring-Boot-efficient-search-API,81,395,Java,Thu Jun 11 09:05:02 CST 2026,30,7,242,Apache License 2.0,rest-api|java|search|spring-boot|specification|api|design,2,true
erroralex/Latent-Library,A local-first; high-performance desktop asset manager for AI image generations. Features universal metadata parsing (ComfyUI/A1111); instant SQLite search; visual duplicate detection; and offline AI auto-tagging.,https://github.com/erroralex/Latent-Library,80,42682,Java,Wed Mar 18 06:02:59 CST 2026,5,2,155,Other,asset-manager|comfyui|electron|image-viewer|java|local-first|onnx|spring-boot|sqlite-fts5|stable-diffusion,0,true
vbauer/herald,Log annotation for logging frameworks,https://github.com/vbauer/herald,79,689,Java,Fri Apr 10 16:51:52 CST 2026,9,3,168,Apache License 2.0,java|logging|spring|guice|android|log4j|slf4j|logback|syslog4j|spring-boot,3,true
ThomasVitale/spring-cloud-gateway-resilience-security-observability,Example with Spring Boot 3 focused on resilience; security and observability. It uses Spring Cloud Gateway; Spring Security and Spring Cloud Circuit Breaker.,https://github.com/ThomasVitale/spring-cloud-gateway-resilience-security-observability,79,432,Java,Thu Feb 19 16:07:01 CST 2026,39,8,33,Apache License 2.0,grafana|grafana-loki|grafana-tempo|keycloak|microservices|prometheus|redis|spring-boot|spring-cloud|spring-cloud-gateway,2,true
pddon/easy-spring-boot-api,A Fast API Development Framework Based on Springboot2 and java8,https://github.com/pddon/easy-spring-boot-api,79,2311,Java,Tue Jun 09 05:27:12 CST 2026,5,0,80,MIT License,api|easy|easyapi|framework|spring-boot|springboot2,1,true
lixaviers/xavier-pms,人事管理系统，一个前后端分离的人力资源管理系统，项目采用SpringBoot+Vue3开发，持续更新中。,https://github.com/lixaviers/xavier-pms,77,3631,Java,Tue Jun 16 00:24:10 CST 2026,6,1,29,MIT License,oa|spring-boot,5,true
sixhours-team/memcached-spring-boot,Library that provides support for auto-configuration of Memcached cache in a Spring Boot application.,https://github.com/sixhours-team/memcached-spring-boot,77,1131,Java,Tue May 12 07:21:27 CST 2026,34,6,446,Apache License 2.0,memcached|spring-boot-autoconfigure|spring-boot-starter|spring-boot|java,5,true
freefair/okhttp-spring-boot,Spring Boot starters for OkHttp,https://github.com/freefair/okhttp-spring-boot,76,8286,Java,Thu Jun 11 09:00:05 CST 2026,14,1,1250,MIT License,okhttp|spring|spring-boot|spring-boot-starter|spring-boot-starters,5,true
apache/incubator-kie-kogito-apps,Kogito Apps houses source code for addons and supporting services for Kogito Runtimes,https://github.com/apache/incubator-kie-kogito-apps,76,81646,Java,Tue Jun 16 02:18:00 CST 2026,165,36,1611,Apache License 2.0,hacktoberfest|kogito|bpm|dmn|java|cloud-native|spring-boot|workflow|workflow-engine|knative,37,true
rollbar/rollbar-java,Rollbar for Java and Android,https://github.com/rollbar/rollbar-java,76,1491,Java,Mon Jun 15 16:10:54 CST 2026,75,11,627,MIT License,rollbar|java|exceptions|android|error-monitoring|error-reporting|log4j|observability|spring-boot,30,true
hiwepy/spring-boot-starter-samples,spring-boot-starter-samples,https://github.com/hiwepy/spring-boot-starter-samples,75,493,Java,Mon Jun 08 01:57:10 CST 2026,53,8,57,Apache License 2.0,spring-boot|spring-boot-starter|starter|axis|cxf|cas|disruptor|druid|ehcache3|flyway,5,true
finos/spring-bot,Spring Boot + Java Integration for Symphony/Teams Chat Platform Bots and Apps,https://github.com/finos/spring-bot,74,31883,Java,Wed Jun 03 04:24:21 CST 2026,38,11,2379,Apache License 2.0,spring-boot|symphony-bot|spring-starters|demo-bot|symphony-apis|tutorial|bot-framework|bot|maven-plugin|symphony-maven,9,true
junweizeng/movie_recommendation_system_server,电影推荐系统（Movie Recommendation System，后端：Spring Boot + Spring Security + Spring Task + Redis + MyBatis-Plus）前后端分离项目,https://github.com/junweizeng/movie_recommendation_system_server,74,511,Java,Sat Sep 20 23:18:46 CST 2025,11,2,55,MIT License,mahout|spring-boot|spring-security|hutool|mysql|nd4j|redis|java|spring-task,2,true
SirChri/employee-shift-scheduler,A simple employee shift scheduler; based on React; Java (SpringBoot) and PostgreSQL.,https://github.com/SirChri/employee-shift-scheduler,74,11115,Java,Fri Feb 13 22:03:44 CST 2026,33,12,82,GNU General Public License v3.0,docker|employee-management|employee-scheduling-software|postgresql|react|shift-manager|shift-scheduling|webapp|react-admin|calendar,3,true
wimdeblauwe/testcontainers-cypress,Testcontainers module for running Cypress tests,https://github.com/wimdeblauwe/testcontainers-cypress,74,317,Java,Sun Feb 15 03:40:39 CST 2026,21,4,153,Apache License 2.0,testcontainers|cypress|java|spring-boot,2,true
transferwise/idempotence4j,Lightweight library for handling idempotent actions,https://github.com/transferwise/idempotence4j,73,317,Java,Thu May 07 07:43:27 CST 2026,10,4,57,Other,idempotency|postgresql|mariadb|spring-boot|side-effects,60,true
hiwepy/socketio-spring-boot-starter,Spring Boot Starter For Netty-socketio,https://github.com/hiwepy/socketio-spring-boot-starter,73,202,Java,Fri Jun 05 03:41:33 CST 2026,20,3,66,Apache License 2.0,socketio|netty-socketio|spring-boot,2,true
hoangtien2k3/shopapp-backend,Source backend for website/mobile about electro; e-commerce using Java; using multi-language (EN; VI); and today's popular technologies,https://github.com/hoangtien2k3/shopapp-backend,71,5075,Java,Tue Jun 09 05:42:51 CST 2026,3,13,49,MIT License,backend-service|java|restful-api|spring-boot|docker|docker-compose|flyway-migrations|kafka|mysql8|redis,1,true
Fl1s/turron,A search system that analyzes short video snippets (2–5 secs) and finds highly accurate matches using keyframe-based perceptual hashing; Selfhosted Video Shazam;,https://github.com/Fl1s/turron,70,69175,Java,Wed May 27 06:22:28 CST 2026,5,3,127,Apache License 2.0,java|phash|spring-boot|video-recognition|hamming-distance|shazam|video|video-processing|video-shazam|hacktoberfest2025,0,true
yildizmy/e-wallet,Full stack web app with React and Spring Boot used for managing digital wallet and transactions,https://github.com/yildizmy/e-wallet,70,3957,Java,Fri Nov 28 18:18:21 CST 2025,33,0,471,MIT License,docker|flyway|fullstack|hibernate|java|javascript|postgresql|react|reactjs|rest-api,1,true
